Servidores,Clientes,MensagensPorCliente,AvgLatencyPerMsgAcrossRuns,MedianLatencyPerMsgAcrossRuns,MinLatencyPerMsgAcrossRuns,MaxLatencyPerMsgAcrossRuns,StdDevLatencyPerMsgAcrossRuns,TotalSucessos,TotalFalhas,NumRunsRemaining
10,70,100,12.666140142857142,11.565452142857144,11.12442,22.48012,3.4571260938516213,70000,0,10
10,70,500,11.586960857142858,11.503424428571428,11.044168,12.896852857142857,0.5398436035922656,350000,0,10
10,70,1000,11.5086409,11.389859571428572,11.270193714285716,12.067031857142856,0.281405114591587,700000,0,10
10,70,10000,11.409870771428572,11.349340900000001,11.279798114285715,11.933164128571429,0.18766017890677655,7000000,0,10
10,80,1,19.89195,18.372687499999998,16.721125,28.096875,3.6448939619349705,800,0,10
10,80,10,14.198455000000001,14.36594375,13.1272,15.7914875,0.9497265268515752,8000,0,10
10,80,100,12.595942124999999,12.039485,11.689668750000001,17.601119999999998,1.7854995586003846,80000,0,10
10,80,500,12.555452775,12.023737874999998,11.736379249999999,16.623288,1.4547511331906062,400000,0,10
10,80,1000,12.0588686625,12.043433,11.73754875,12.399962625,0.2057724026632401,800000,0,10
10,80,10000,11.94758472875,11.91662605,11.708360449999999,12.580394037500001,0.23837800920976657,8000000,0,10
10,90,1,21.738788888888887,21.258055555555558,15.898888888888889,30.714111111111112,5.029512133970979,900,0,10
10,90,10,14.359751111111112,14.239616666666667,13.7209,15.526455555555556,0.5659248681684901,9000,0,10
10,90,100,13.57441588888889,12.675278333333333,12.35865,20.87949,2.617395350257229,90000,0,10
10,90,500,12.872891355555556,12.518907111111112,12.316087333333334,15.878412888888889,1.0721878181249822,450000,0,10
10,90,1000,12.853936122222223,12.5557865,12.405393777777777,14.555202222222222,0.6833225429975373,900000,0,10
10,90,10000,12.613127216666665,12.461518633333332,12.221240866666665,14.368112877777778,0.6249274239768355,9000000,0,10
10,100,1,24.45931,24.317549999999997,17.5182,30.13,3.6140830066253007,1000,0,10
10,100,10,14.912216,15.004175,13.105709999999998,17.61006,1.5634722226307,10000,0,10
10,100,100,13.7942025,13.733656,13.079703,14.895357999999998,0.5158516819610603,100000,0,10
10,100,500,13.34308108,13.2658892,12.9949606,13.9465024,0.3067873988891725,500000,0,10
10,100,1000,13.38442628,13.096051,12.8525017,15.6291342,0.8395549062190393,1000000,0,10
10,100,10000,13.295470831,13.025823565,12.873374960000001,14.74257725,0.6490276630671827,10000000,0,10
